Good Guy ID,Bank,Defense Level,Strategy,Last Action,Attack Count,Turns
1255,10.0,99,be_strongest,defense,2,100
1256,10.0,99,be_strongest,defense,2,100
1257,20.0,0,copycat,money,17,100
1258,600.0,1,not_weakest,money,3,100
1259,21.0,97,late_planner,defense,2,100
1260,30.0,0,copycat,money,18,100
1261,390.0,1,not_weakest,money,4,100
1262,30.0,0,copycat,money,17,100
1263,10,99,be_strongest,defense,0,100
1264,10,99,be_strongest,defense,0,100
1265,54.0,91,analyst,defense,1,100
1266,330,67,two_one_two,defense,0,100
1267,300.0,1,not_weakest,money,4,100
1268,600.0,1,not_weakest,money,3,100
1269,10.0,99,be_strongest,defense,2,100
1270,30.0,0,copycat,money,17,100
1271,21.0,97,late_planner,defense,1,100
1272,54.0,91,analyst,defense,2,100
1273,10.0,99,be_strongest,defense,1,100
1274,470.0,53,random,defense,1,100
1275,330.0,67,two_one_two,defense,1,100
1276,170.0,1,not_weakest,money,5,100
1277,54.0,91,analyst,defense,2,100
1278,54.0,91,analyst,defense,1,100
1279,54.0,91,analyst,defense,1,100
1280,450,55,random,money,0,100
1281,583.6,33,one_two_one,money,2,100
1282,330.0,67,two_one_two,defense,2,100
1283,54.0,91,analyst,defense,1,100
1284,330.0,67,two_one_two,defense,2,100
1285,20.0,0,copycat,money,19,100
1286,30.0,94,analyst,defense,2,100
1287,370.0,1,not_weakest,money,4,100
1288,600.0,1,not_weakest,money,3,100
1289,330,67,two_one_two,defense,0,100
1290,50.0,0,copycat,money,17,100
1291,330,67,two_one_two,defense,0,100
1292,600.0,1,not_weakest,money,3,100
1293,290.0,67,two_one_two,defense,1,100
1294,54.0,91,analyst,defense,2,100
1295,583.6,33,one_two_one,money,2,100
1296,330,67,two_one_two,defense,0,100
1297,10,99,be_strongest,defense,0,100
1298,54.0,91,analyst,defense,1,100
1299,10,99,be_strongest,defense,0,100
1300,54.0,91,analyst,defense,1,100
1301,440.0,56,random,money,3,100
1302,48.6,91,analyst,defense,3,100
1303,583.6,33,one_two_one,money,2,100
1304,330,67,two_one_two,defense,0,100
1305,583.6,33,one_two_one,money,2,100
1306,330,67,two_one_two,defense,0,100
1307,21.0,97,late_planner,defense,2,100
1308,30.0,0,copycat,money,18,100
1309,10.0,99,be_strongest,defense,1,100
1310,320.0,1,not_weakest,money,9,100
1311,54.0,91,analyst,defense,2,100
1312,0.0,0,copycat,money,18,100
1313,600.0,1,not_weakest,money,3,100
1314,50.0,0,copycat,money,17,100
1315,54.0,91,analyst,defense,2,100
1316,21.0,97,late_planner,defense,2,100
1317,10.0,99,be_strongest,defense,1,100
1318,338.4,46,random,money,2,100
1319,330.0,67,two_one_two,defense,2,100
1320,54.0,91,analyst,defense,2,100
1321,10.0,99,be_strongest,defense,1,100
1322,600.0,1,not_weakest,money,3,100
1323,330.0,67,two_one_two,defense,1,100
1324,10.0,0,copycat,money,18,100
1325,330.0,67,two_one_two,defense,1,100
1326,600.0,1,not_weakest,money,3,100
1327,54.0,91,analyst,defense,1,100
1328,54.0,91,analyst,defense,1,100
1329,54.0,91,analyst,defense,2,100
1330,330.0,67,two_one_two,defense,1,100
1331,21.0,97,late_planner,defense,1,100
1332,400.0,60,random,defense,1,100
1333,21.0,97,late_planner,defense,3,100
1334,205.0,43,random,money,13,100
1335,0.0,0,copycat,money,18,100
1336,21.0,97,late_planner,defense,1,100
1337,583.6,33,one_two_one,money,2,100
1338,583.6,33,one_two_one,money,2,100
1339,330,67,two_one_two,defense,0,100
1340,21.0,97,late_planner,defense,2,100
1341,570,43,random,money,0,100
1342,54.0,91,analyst,defense,1,100
1343,560.0,44,random,defense,162,100
1344,600.0,1,not_weakest,money,3,100
1345,410.0,33,one_two_one,money,2,100
1346,50.0,50,random,defense,161,100
1347,330.0,67,two_one_two,defense,1,100
1348,0.0,33,one_two_one,money,10,100
1349,10.0,99,be_strongest,defense,2,100
1350,600.0,1,not_weakest,money,4,100
1351,54.0,91,analyst,defense,1,100
1352,346.35999999999996,33,one_two_one,money,3,100
1353,54.0,91,analyst,defense,1,100
1354,54.0,91,analyst,defense,1,100
1355,70.0,33,one_two_one,money,4,100
1356,16.8,97,late_planner,defense,2,100
1357,530,47,random,money,0,100
1358,10.0,99,be_strongest,defense,1,100
1359,10.0,99,be_strongest,defense,1,100
1360,50.0,0,copycat,money,18,100
1361,330.0,67,two_one_two,defense,1,100
1362,54.0,91,analyst,defense,2,100
1363,514.4,33,one_two_one,money,2,100
1364,330,67,two_one_two,defense,0,100
1365,21.0,97,late_planner,defense,3,100
1366,583.6,33,one_two_one,money,2,100
1367,10,99,be_strongest,defense,0,100
1368,10.0,99,be_strongest,defense,1,100
1369,10,99,be_strongest,defense,0,100
1370,30.0,0,copycat,money,17,100
1371,54.0,91,analyst,defense,2,100
1372,40.0,0,copycat,money,18,100
1373,20.0,0,copycat,money,18,100
1374,478.0,52,random,money,3,100
1375,80.0,33,one_two_one,money,5,100
1376,10,99,be_strongest,defense,0,100
1377,70.0,1,not_weakest,money,4,100
1378,522.0,33,one_two_one,money,2,100
1379,60.0,90,analyst,defense,2,100
1380,490,51,random,money,0,100
1381,60.0,90,analyst,defense,2,100
1382,21.0,97,late_planner,defense,2,100
1383,20.0,0,copycat,money,18,100
1384,60.0,90,analyst,defense,2,100
1385,525.2,33,one_two_one,money,2,100
1386,90.0,33,one_two_one,money,3,100
1387,325.0,67,two_one_two,defense,1,100
1388,21.0,97,late_planner,defense,2,100
1389,300.5,48,random,defense,2,100
1390,20.0,0,copycat,money,20,100
1391,30.0,0,copycat,money,17,100
1392,20.0,0,copycat,money,17,100
1393,510.28,33,one_two_one,money,3,100
1394,21.0,97,late_planner,defense,1,100
1395,583.6,33,one_two_one,money,2,100
1396,21.0,97,late_planner,defense,2,100
1397,60.0,90,analyst,defense,2,100
1398,10.0,0,copycat,money,18,100
1399,60.0,90,analyst,defense,3,100
1400,330.0,67,two_one_two,defense,2,100
1401,330.0,67,two_one_two,defense,2,100
1402,60.0,90,analyst,defense,1,100
1403,180.0,1,not_weakest,money,4,100
1404,60.0,90,analyst,defense,1,100
1405,10.0,0,copycat,money,18,100
1406,30.0,0,copycat,money,17,100
1407,21.0,97,late_planner,defense,1,100
1408,10.0,99,be_strongest,defense,2,100
1409,480,52,random,money,0,100
1410,460,54,random,defense,0,100
1411,10.0,1,not_weakest,money,5,100
1412,520,48,random,money,0,100
1413,330.0,67,two_one_two,defense,1,100
1414,21.0,97,late_planner,defense,1,100
1415,170.0,33,one_two_one,money,3,100
1416,48.0,90,analyst,defense,5,100
1417,21.0,97,late_planner,defense,1,100
1418,21.0,97,late_planner,defense,2,100
1419,330,67,two_one_two,defense,0,100
1420,42.0,93,analyst,defense,3,100
1421,20.0,0,copycat,money,17,100
1422,418.0,33,one_two_one,money,3,100
1423,10.0,99,be_strongest,defense,1,100
1424,60.0,90,analyst,defense,2,100
1425,330.0,67,two_one_two,defense,1,100
1426,330.0,67,two_one_two,defense,2,100
1427,10,99,be_strongest,defense,0,100
1428,60.0,90,analyst,defense,1,100
1429,330,67,two_one_two,defense,0,100
1430,10,99,be_strongest,defense,0,100
1431,10,99,be_strongest,defense,0,100
1432,10.0,99,be_strongest,defense,1,100
1433,583.6,33,one_two_one,money,2,100
1434,583.6,33,one_two_one,money,2,100
1435,18.9,97,late_planner,defense,3,100
1436,10.0,99,be_strongest,defense,1,100
1437,60.0,90,analyst,defense,1,100
1438,430,57,random,defense,0,100
1439,322.0,67,two_one_two,defense,1,100
1440,10,99,be_strongest,defense,0,100
1441,21.0,97,late_planner,defense,2,100
1442,250.0,1,not_weakest,money,4,100
1443,20.0,0,copycat,money,18,100
1444,50.0,0,copycat,money,17,100
1445,326.0,67,two_one_two,defense,2,100
1446,60.0,90,analyst,defense,1,100
1447,21.0,97,late_planner,defense,5,100
1448,21.0,97,late_planner,defense,1,100
1449,544.8,33,one_two_one,money,2,100
1450,261.99999999999994,48,random,defense,1,100
1451,350.0,44,random,defense,13,100
1452,21.0,97,late_planner,defense,2,100
1453,30.0,0,copycat,money,17,100
1454,60.0,90,analyst,defense,1,100
1455,30.0,0,copycat,money,18,100
1456,60.0,90,analyst,defense,2,100
1457,21.0,97,late_planner,defense,2,100
1458,10.0,99,be_strongest,defense,2,100
1459,21.0,97,late_planner,defense,1,100
1460,439.0,55,random,defense,1,100
1461,600.0,1,not_weakest,money,3,100
1462,583.6,33,one_two_one,money,2,100
1463,30.0,0,copycat,money,18,100
1464,330,67,two_one_two,defense,0,100
1465,600.0,1,not_weakest,money,3,100
1466,14.4,97,analyst,defense,2,100
1467,110.0,1,not_weakest,money,5,100
1468,60.0,90,analyst,defense,2,100
1469,583.6,33,one_two_one,money,2,100
1470,200.0,33,one_two_one,money,4,100
1471,21.0,97,late_planner,defense,1,100
1472,190.0,33,one_two_one,money,4,100
1473,583.6,33,one_two_one,money,2,100
1474,10,99,be_strongest,defense,0,100
1475,450,55,random,money,0,100
1476,500,50,random,money,0,100
1477,60.0,90,analyst,defense,1,100
1478,321.12,33,one_two_one,money,3,100
1479,583.6,33,one_two_one,money,2,100
1480,60.0,90,analyst,defense,2,100
1481,21.0,97,late_planner,defense,2,100
1482,600.0,1,not_weakest,money,3,100
1483,21.0,97,late_planner,defense,1,100
1484,60.0,90,analyst,defense,2,100
1485,60.0,90,analyst,defense,1,100
1486,471.0,52,random,defense,1,100
1487,400.0,1,not_weakest,money,4,100
1488,10.0,33,one_two_one,money,3,100
1489,330,67,two_one_two,defense,0,100
1490,21.0,97,late_planner,defense,1,100
1491,583.6,33,one_two_one,money,2,100
1492,20.0,0,copycat,money,17,100
1493,21.0,97,late_planner,defense,1,100
1494,460.0,51,random,defense,1,100
1495,60.0,90,analyst,defense,2,100
1496,440,56,random,defense,0,100
1497,10,99,be_strongest,defense,0,100
1498,80.0,1,not_weakest,money,4,100
1499,60.0,90,analyst,defense,1,100
1500,313.0,67,two_one_two,defense,5,100
1501,60.0,90,analyst,defense,1,100
1502,50.0,0,copycat,money,17,100
1503,30.0,0,copycat,money,17,100
1504,60.0,90,analyst,defense,1,100
1505,10.0,99,be_strongest,defense,1,100
1506,600.0,1,not_weakest,money,3,100
1507,230.0,37,random,money,2,100
1508,583.6,33,one_two_one,money,2,100
1509,320.0,68,random,defense,1,100
1510,0.0,0,copycat,money,18,100
1511,600.0,1,not_weakest,money,3,100
1512,240.0,1,not_weakest,money,4,100
1513,547.6,33,one_two_one,money,2,100
1514,21.0,97,late_planner,defense,1,100
1515,45.0,91,analyst,defense,1,100
1516,583.6,33,one_two_one,money,2,100
1517,340.84,33,one_two_one,money,3,100
1518,330.0,67,two_one_two,defense,1,100
1519,570.0,1,not_weakest,money,3,100
1520,583.6,33,one_two_one,money,2,100
1521,10,99,be_strongest,defense,0,100
1522,50.0,0,copycat,money,18,100
1523,21.0,97,late_planner,defense,1,100
1524,330.0,1,not_weakest,money,6,100
1525,21.0,97,late_planner,defense,1,100
1526,21.0,97,late_planner,defense,1,100
1527,0.0,0,copycat,money,18,100
1528,330.0,67,two_one_two,defense,2,100
1529,410,59,random,defense,0,100
1530,21.0,97,late_planner,defense,1,100
1531,30.0,0,copycat,money,17,100
1532,20.0,0,copycat,money,17,100
1533,490,51,random,money,0,100
1534,330,67,two_one_two,defense,0,100
1535,330.0,67,two_one_two,defense,1,100
1536,353.0,51,random,defense,2,100
1537,10,99,be_strongest,defense,0,100
1538,10,99,be_strongest,defense,0,100
1539,21.0,97,late_planner,defense,2,100
1540,10,99,be_strongest,defense,0,100
1541,28.0,96,late_planner,defense,3,100
1542,60.0,90,analyst,defense,1,100
1543,130.0,33,one_two_one,money,3,100
1544,570.0,1,not_weakest,money,3,100
1545,570.0,1,not_weakest,money,3,100
1546,36.0,90,analyst,defense,2,100
1547,10,99,be_strongest,defense,0,100
1548,10,99,be_strongest,defense,0,100
1549,570.0,1,not_weakest,money,3,100
1550,515.36,33,one_two_one,money,3,100
1551,0.0,0,copycat,money,23,100
1552,330.0,67,two_one_two,defense,1,100
1553,509.6,33,one_two_one,money,2,100
1554,583.6,33,one_two_one,money,2,100
1555,60.0,90,analyst,defense,1,100
1556,327.0,67,two_one_two,defense,1,100
1557,30.0,0,copycat,money,17,100
1558,10,99,be_strongest,defense,0,100
1559,60.0,90,analyst,defense,2,100
1560,42.0,90,analyst,defense,3,100
1561,583.6,33,one_two_one,money,2,100
1562,28.0,96,late_planner,defense,1,100
1563,210.0,33,one_two_one,money,3,100
1564,520.0,48,random,defense,1,100
1565,416.0,56,random,defense,2,100
1566,470.4,42,random,defense,2,100
1567,570.0,1,not_weakest,money,3,100
1568,28.0,96,late_planner,defense,3,100
1569,330,67,two_one_two,defense,0,100
1570,10.0,99,be_strongest,defense,1,100
1571,380.0,49,random,defense,1,100
1572,60.0,90,analyst,defense,1,100
1573,28.0,96,late_planner,defense,2,100
1574,20.0,0,copycat,money,17,100
1575,330.0,33,one_two_one,money,3,100
1576,28.0,96,late_planner,defense,1,100
1577,570.0,1,not_weakest,money,3,100
1578,10.0,33,one_two_one,money,3,100
1579,330,67,two_one_two,defense,0,100
1580,560.0,1,not_weakest,money,4,100
1581,330,67,two_one_two,defense,0,100
1582,60.0,90,analyst,defense,2,100
1583,180.0,1,not_weakest,money,11,100
1584,10.0,99,be_strongest,defense,2,100
1585,525.2,33,one_two_one,money,2,100
1586,249.99999999999994,48,random,money,1,100
1587,10.0,99,be_strongest,defense,1,100
1588,583.6,33,one_two_one,money,2,100
1589,28.0,96,late_planner,defense,2,100
1590,60.0,90,analyst,defense,1,100
1591,440.0,56,random,money,1,100
1592,330,67,two_one_two,defense,0,100
1593,28.0,96,late_planner,defense,2,100
1594,30.0,0,copycat,money,17,100
1595,210.0,34,random,money,4,100
1596,480,52,random,defense,0,100
1597,330.0,67,two_one_two,defense,2,100
1598,330,67,two_one_two,defense,0,100
1599,250.0,33,one_two_one,money,3,100
1600,240.0,1,not_weakest,money,4,100
1601,10.0,99,be_strongest,defense,1,100
1602,10.0,99,be_strongest,defense,1,100
1603,60.0,90,analyst,defense,1,100
1604,10.0,99,be_strongest,defense,3,100
1605,20.0,0,copycat,money,17,100
1606,330.0,67,two_one_two,defense,1,100
1607,330,67,two_one_two,defense,0,100
1608,100.0,33,one_two_one,money,3,100
1609,10.0,99,be_strongest,defense,1,100
1610,10.0,99,be_strongest,defense,2,100
1611,449.0,44,random,money,1,100
1612,308.4,54,random,defense,2,100
1613,54.0,90,analyst,defense,3,100
1614,0.0,0,copycat,money,18,100
1615,480,52,random,defense,0,100
1616,30.0,0,copycat,money,17,100
1617,508.96000000000004,33,one_two_one,money,3,100
1618,20.0,0,copycat,money,17,100
1619,326.0,67,two_one_two,defense,1,100
1620,60.0,90,analyst,defense,1,100
1621,10,99,be_strongest,defense,0,100
1622,10.0,99,be_strongest,defense,1,100
1623,60.0,90,analyst,defense,2,100
1624,583.6,33,one_two_one,money,2,100
1625,431.8,33,one_two_one,money,3,100
1626,30.0,0,copycat,money,17,100
1627,28.0,96,late_planner,defense,2,100
1628,0.0,0,copycat,money,18,100
1629,60.0,90,analyst,defense,2,100
1630,457.2,53,random,defense,2,100
1631,431.6,47,random,money,2,100
1632,19.599999999999998,96,late_planner,defense,3,100
1633,28.0,96,late_planner,defense,2,100
1634,530,47,random,defense,0,100
1635,570.0,1,not_weakest,money,3,100
1636,60.0,90,analyst,defense,2,100
1637,0.0,0,copycat,money,18,100
1638,20.0,0,copycat,money,17,100
1639,10,99,be_strongest,defense,0,100
1640,60.0,90,analyst,defense,1,100
1641,330.0,67,two_one_two,defense,1,100
1642,570.0,1,not_weakest,money,3,100
1643,20.0,0,copycat,money,17,100
1644,60.0,90,analyst,defense,1,100
1645,28.0,96,late_planner,defense,1,100
1646,28.0,96,late_planner,defense,2,100
1647,60.0,90,analyst,defense,1,100
1648,330.0,67,two_one_two,defense,1,100
1649,0.0,0,copycat,money,18,100
1650,10,99,be_strongest,defense,0,100
1651,510,49,random,defense,0,100
1652,60.0,90,analyst,defense,3,100
1653,521.6,33,one_two_one,money,2,100
1654,28.0,96,late_planner,defense,1,100
1655,490.24,33,one_two_one,money,3,100
1656,20.0,0,copycat,money,17,100
1657,28.0,96,late_planner,defense,2,100
1658,583.6,33,one_two_one,money,2,100
1659,10.0,99,be_strongest,defense,1,100
1660,130.0,33,one_two_one,money,3,100
1661,10.0,99,be_strongest,defense,2,100
1662,390.0,33,one_two_one,money,2,100
1663,30.0,0,copycat,money,17,100
1664,10,99,be_strongest,defense,0,100
1665,240.0,33,one_two_one,money,3,100
1666,583.6,33,one_two_one,money,2,100
1667,330,67,two_one_two,defense,0,100
1668,330,67,two_one_two,defense,0,100
1669,330,67,two_one_two,defense,0,100
1670,583.6,33,one_two_one,money,2,100
1671,570.0,1,not_weakest,money,3,100
1672,140.0,1,not_weakest,money,5,100
1673,330.0,67,two_one_two,defense,1,100
1674,28.0,96,late_planner,defense,2,100
1675,10.0,99,be_strongest,defense,2,100
1676,18.0,97,late_planner,defense,2,100
1677,20.0,33,one_two_one,money,3,100
1678,20.0,0,copycat,money,17,100
1679,28.0,96,late_planner,defense,1,100
1680,583.6,33,one_two_one,money,2,100
1681,330.0,67,two_one_two,defense,1,100
1682,60.0,90,analyst,defense,2,100
1683,490.0,51,random,money,1,100
1684,293.19999999999993,40,random,money,2,100
1685,90.0,1,not_weakest,money,4,100
1686,10.0,99,be_strongest,defense,1,100
1687,410.0,1,not_weakest,money,4,100
1688,330.0,67,two_one_two,defense,2,100
1689,10,99,be_strongest,defense,0,100
1690,330.0,67,two_one_two,defense,2,100
1691,28.0,96,late_planner,defense,3,100
1692,583.6,33,one_two_one,money,2,100
1693,60.0,90,analyst,defense,4,100
1694,28.0,96,late_planner,defense,1,100
1695,580,42,random,money,0,100
1696,70.0,51,random,defense,7,100
1697,30.0,0,copycat,money,17,100
1698,50.0,38,random,money,11,100
1699,19.599999999999998,96,late_planner,defense,2,100
1700,60.0,90,analyst,defense,1,100
1701,10.0,0,copycat,money,17,100
1702,583.6,33,one_two_one,money,2,100
1703,30.0,33,one_two_one,money,3,100
1704,191.99999999999994,52,random,defense,1,100
1705,20.0,0,copycat,money,18,100
1706,60.0,90,analyst,defense,2,100
1707,10,99,be_strongest,defense,0,100
1708,330,67,two_one_two,defense,0,100
1709,28.0,96,late_planner,defense,1,100
1710,28.0,96,late_planner,defense,2,100
1711,60.0,90,analyst,defense,1,100
1712,472.4,33,one_two_one,money,2,100
1713,330.0,67,two_one_two,defense,1,100
1714,90.0,33,one_two_one,money,3,100
1715,430.0,1,not_weakest,money,4,100
1716,10.0,0,copycat,money,18,100
1717,416.0,50,random,defense,1,100
1718,50.0,0,copycat,money,17,100
1719,30.0,0,copycat,money,17,100
1720,270.0,48,random,defense,2,100
1721,580,42,random,money,0,100
1722,442.19999999999993,33,one_two_one,money,2,100
1723,50.0,0,copycat,money,17,100
1724,60.0,90,analyst,defense,2,100
1725,60.0,90,analyst,defense,2,100
1726,330.0,67,two_one_two,defense,1,100
1727,330.0,67,two_one_two,defense,1,100
1728,441.36,33,one_two_one,money,3,100
1729,70.0,1,not_weakest,money,4,100
1730,583.6,33,one_two_one,money,2,100
1731,30.0,0,copycat,money,17,100
1732,330,67,two_one_two,defense,0,100
1733,10.0,99,be_strongest,defense,3,100
1734,414.0,55,random,defense,1,100
1735,190.0,1,not_weakest,money,5,100
1736,460,54,random,money,0,100
1737,470.0,1,not_weakest,money,4,100
1738,10,99,be_strongest,defense,0,100
1739,330,67,two_one_two,defense,0,100
1740,28.0,96,late_planner,defense,4,100
1741,150.0,33,one_two_one,money,3,100
1742,190.0,33,one_two_one,money,3,100
1743,30.0,0,copycat,money,17,100
1744,330.0,67,two_one_two,defense,1,100
1745,583.6,33,one_two_one,money,2,100
1746,501.0,49,random,money,1,100
1747,10.0,99,be_strongest,defense,1,100
1748,319.0,67,two_one_two,defense,3,100
1749,310.0,1,not_weakest,money,5,100
1750,560.0,1,not_weakest,money,4,100
1751,570.0,1,not_weakest,money,3,100
1752,10.0,99,be_strongest,defense,1,100
1753,600.0,1,not_weakest,money,3,100
1754,28.0,96,late_planner,defense,1,100
1755,380.0,1,not_weakest,money,4,100
1756,160.0,33,one_two_one,money,3,100
1757,10.0,0,copycat,money,18,100
1758,10,99,be_strongest,defense,0,100
1759,190.0,1,not_weakest,money,4,100
1760,30.0,0,copycat,money,17,100
1761,30.0,0,copycat,money,17,100
1762,200.0,1,not_weakest,money,4,100
1763,30.0,0,copycat,money,17,100
1764,570.0,1,not_weakest,money,3,100
1765,10,99,be_strongest,defense,0,100
1766,90.0,1,not_weakest,money,4,100
1767,330,67,two_one_two,defense,0,100
1768,30.0,0,copycat,money,17,100
1769,530.0,47,random,money,1,100
1770,10.0,99,be_strongest,defense,2,100
1771,451.59999999999997,33,one_two_one,money,2,100
1772,30.0,0,copycat,money,17,100
1773,30.0,0,copycat,money,18,100
1774,60.0,90,analyst,defense,1,100
1775,400,60,random,defense,0,100
1776,10.0,99,be_strongest,defense,2,100
1777,8.0,99,late_planner,defense,2,100
1778,10.0,0,copycat,money,18,100
1779,401.43999999999994,33,one_two_one,money,3,100
1780,20.0,0,copycat,money,18,100
1781,28.0,96,late_planner,defense,1,100
1782,583.6,33,one_two_one,money,2,100
1783,480.0,1,not_weakest,money,4,100
1784,480,52,random,defense,0,100
1785,10.0,99,be_strongest,defense,2,100
1786,410,59,random,money,0,100
1787,30.0,33,one_two_one,money,3,100
1788,28.0,96,late_planner,defense,4,100
1789,408.9,57,random,defense,2,100
1790,60.0,90,analyst,defense,2,100
1791,28.0,96,late_planner,defense,3,100
1792,28.0,96,late_planner,defense,2,100
1793,60.0,90,analyst,defense,4,100
1794,180.0,1,not_weakest,money,10,100
1795,180.0,1,not_weakest,money,4,100
1796,19.599999999999998,96,late_planner,defense,2,100
1797,10,99,be_strongest,defense,0,100
1798,28.0,96,late_planner,defense,3,100
1799,0.0,0,copycat,money,17,100
1800,480,52,random,defense,0,100
1801,48.0,90,analyst,defense,4,100
1802,28.0,96,late_planner,defense,2,100
1803,490.0,51,random,money,1,100
1804,570.0,1,not_weakest,money,3,100
1805,330.0,67,two_one_two,defense,2,100
1806,28.0,96,late_planner,defense,1,100
1807,7.2,99,late_planner,defense,2,100
1808,330,67,two_one_two,defense,0,100
1809,180.0,1,not_weakest,money,5,100
1810,330.0,67,two_one_two,defense,2,100
1811,330,67,two_one_two,defense,0,100
1812,570.0,1,not_weakest,money,3,100
1813,30.0,0,copycat,money,17,100
1814,60.0,90,analyst,defense,2,100
1815,0.0,0,copycat,money,17,100
1816,28.0,96,late_planner,defense,1,100
1817,28.0,96,late_planner,defense,1,100
1818,570.0,1,not_weakest,money,3,100
1819,570.0,1,not_weakest,money,3,100
1820,60.0,90,analyst,defense,2,100
1821,10.0,99,be_strongest,defense,1,100
1822,0.0,0,copycat,money,17,100
1823,560.0,1,not_weakest,money,9,100
1824,60.0,90,analyst,defense,1,100
1825,10,99,be_strongest,defense,0,100
1826,620.0,38,random,money,2189,100
1827,570.0,1,not_weakest,money,3,100
1828,0.0,0,copycat,money,17,100
1829,10,99,be_strongest,defense,0,100
1830,523.0,46,random,defense,1,100
1831,470,53,random,money,0,100
1832,330.0,67,two_one_two,defense,1,100
1833,330,67,two_one_two,defense,0,100
1834,290.0,33,one_two_one,money,3,100
1835,320.0,1,not_weakest,money,4,100
1836,60.0,33,one_two_one,money,3,100
1837,28.0,96,late_planner,defense,1,100
1838,330,67,two_one_two,defense,0,100
1839,60.0,90,analyst,defense,1,100
1840,425.0,53,random,money,1,100
1841,330.0,67,two_one_two,defense,1,100
1842,530.0,47,random,money,1,100
1843,0.0,0,copycat,money,17,100
1844,28.0,96,late_planner,defense,1,100
1845,20.0,0,copycat,money,22,100
1846,120.0,33,one_two_one,money,3,100
1847,10.0,99,be_strongest,defense,2,100
1848,508.96000000000004,33,one_two_one,money,3,100
1849,420.0,1,not_weakest,money,4,100
1850,10.0,99,be_strongest,defense,2,100
1851,334.0,48,random,money,1,100
1852,28.0,96,late_planner,defense,1,100
1853,60.0,90,analyst,defense,2,100
1854,570.0,1,not_weakest,money,3,100
1855,60.0,90,analyst,defense,2,100
1856,330,67,two_one_two,defense,0,100
1857,330.0,67,two_one_two,defense,1,100
1858,450.0,1,not_weakest,money,4,100
1859,10.0,99,be_strongest,defense,1,100
1860,0.0,0,copycat,money,17,100
1861,10,99,be_strongest,defense,0,100
1862,330,67,two_one_two,defense,0,100
1863,390.0,61,random,defense,1,100
1864,540,46,random,money,0,100
1865,10,99,be_strongest,defense,0,100
1866,411.0,44,random,money,2,100
1867,28.0,96,late_planner,defense,2,100
1868,28.0,96,late_planner,defense,1,100
1869,150.0,1,not_weakest,money,5,100
1870,10.0,99,be_strongest,defense,1,100
1871,20.0,0,copycat,money,17,100
1872,330.0,67,two_one_two,defense,2,100
1873,330.0,67,two_one_two,defense,2,100
1874,570.0,1,not_weakest,money,3,100
1875,10,99,be_strongest,defense,0,100
1876,28.0,96,late_planner,defense,3,100
1877,28.0,96,late_planner,defense,2,100
1878,10,99,be_strongest,defense,0,100
1879,60.0,90,analyst,defense,1,100
1880,330,67,two_one_two,defense,0,100
1881,60.0,90,analyst,defense,2,100
1882,380.0,1,not_weakest,money,8,100
1883,190.0,1,not_weakest,money,5,100
1884,10.0,99,be_strongest,defense,1,100
1885,30.0,0,copycat,money,17,100
1886,570.0,1,not_weakest,money,3,100
1887,511.52,33,one_two_one,money,3,100
1888,570.0,1,not_weakest,money,3,100
1889,570.0,1,not_weakest,money,3,100
1890,10.0,99,be_strongest,defense,2,100
1891,10.0,99,be_strongest,defense,1,100
1892,10.0,0,copycat,money,17,100
1893,446.2,33,one_two_one,money,3,100
1894,492.0,48,random,money,1,100
1895,570.0,1,not_weakest,money,3,100
1896,470,53,random,money,0,100
1897,213.60000000000002,42,random,defense,3,100
1898,570.0,1,not_weakest,money,3,100
1899,30.0,0,copycat,money,17,100
1900,25.2,96,late_planner,defense,2,100
1901,570.0,1,not_weakest,money,3,100
1902,20.0,0,copycat,money,17,100
1903,330,67,two_one_two,defense,0,100
1904,10,99,be_strongest,defense,0,100
1905,23.999999999999993,90,analyst,defense,3,100
1906,28.0,96,late_planner,defense,1,100
1907,30.0,0,copycat,money,18,100
1908,28.0,96,late_planner,defense,3,100
1909,330.0,67,two_one_two,defense,2,100
1910,50.0,33,one_two_one,money,3,100
1911,28.0,96,late_planner,defense,1,100
1912,10.0,0,copycat,money,18,100
1913,10.0,0,copycat,money,17,100
1914,192.23999999999995,49,random,defense,3,100
1915,60.0,90,analyst,defense,3,100
1916,28.0,96,late_planner,defense,1,100
1917,322.0,67,two_one_two,defense,1,100
1918,330,67,two_one_two,defense,0,100
1919,570.0,1,not_weakest,money,3,100
1920,28.0,96,late_planner,defense,1,100
1921,583.6,33,one_two_one,money,2,100
1922,10.0,99,be_strongest,defense,1,100
1923,10,99,be_strongest,defense,0,100
1924,583.6,33,one_two_one,money,2,100
1925,330.0,67,two_one_two,defense,1,100
1926,330,67,two_one_two,defense,0,100
1927,60.0,90,analyst,defense,1,100
1928,10.0,99,be_strongest,defense,1,100
1929,83.74399999999997,40,random,defense,4,100
1930,60.0,90,analyst,defense,2,100
1931,438.0,55,random,defense,2,100
1932,28.0,96,late_planner,defense,3,100
1933,412.0,46,random,money,2,100
1934,0.0,0,copycat,money,18,100
1935,322.24,52,random,defense,5,100
1936,230.0,1,not_weakest,money,5,100
1937,440.0,56,random,money,2,100
1938,486.0,51,random,money,1,100
1939,28.0,96,late_planner,defense,4,100
1940,420.0,58,random,defense,1,100
1941,60.0,90,analyst,defense,2,100
1942,310.35999999999996,33,one_two_one,money,3,100
1943,330.0,67,two_one_two,defense,1,100
